NP,tag,group,count,polarity,pair
기대감,o,['기타'],733,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, -1, 1, 0]","['기대감_높였', '기대감_더한', '기대감_드러냈', '기대감_한껏 끌어올렸다', '기대감_끌어', '기대감_최고조로 끌어올렸다', '기대감_고조되고 있는', '기대감_더욱 높였다', '기대감_고조된', '기대감_상승', '기대감_크다', '기대감_폭발한', '기대감_더할', '기대감_자아냈', '기대감_한껏 높였다', '기대감_고조시키는', '기대감_더하는', '기대감_높다', '기대감_높이는', '기대감_높았', '기대감_긴장', '기대감_가득한', '기대감_높아지']"
퍼포먼스,o,['퍼포먼스'],728,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 0]","['화려한_퍼포먼스', '파워풀한_퍼포먼스', '없는_퍼포먼스', '돋보이는_퍼포먼스', '압도_퍼포먼스', '완벽한_퍼포먼스', '느껴지는_퍼포먼스', '탄탄한_퍼포먼스', '놀라_퍼포먼스', '완성하는_퍼포먼스', '차별화된_퍼포먼스', '경쾌한_퍼포먼스', '압도하는_퍼포먼스', '풍성한_퍼포먼스', '돋보인_퍼포먼스', '좋은_퍼포먼스', '특별한_퍼포먼스', '세련된_퍼포먼스', '높은_퍼포먼스', '다양한_퍼포먼스', '다이내믹한_퍼포먼스', '더욱 화려해진_퍼포먼스', '유니크한_퍼포먼스', '성숙_퍼포먼스', '사로잡는_퍼포먼스', '한층 성장한_퍼포먼스', '강렬하고 파워풀한_퍼포먼스', '에너제틱한_퍼포먼스', '자랑하는_퍼포먼스', '짜릿한_퍼포먼스', '성장_퍼포먼스', '아찔한_퍼포먼스', '과감한_퍼포먼스', '유쾌한_퍼포먼스', '가득한_퍼포먼스', '신인다운_퍼포먼스', '시원한_퍼포먼스', '강력한_퍼포먼스', '화끈한_퍼포먼스', '드라마틱한_퍼포먼스', '반한_퍼포먼스', '정교한_퍼포먼스', '사로잡은_퍼포먼스', '사랑스러운_퍼포먼스', '사랑_퍼포먼스', '강렬_퍼포먼스', '화사_퍼포먼스', '독특한_퍼포먼스', '선보였던_퍼포먼스', '진정한_퍼포먼스', '파워풀_퍼포먼스', '환호_퍼포먼스', '그루브한_퍼포먼스', '빛나는_퍼포먼스', '귀엽_퍼포먼스', '훌륭한_퍼포먼스', '이루_퍼포먼스', '완벽_퍼포먼스', '한층 업그레이드된_퍼포먼스', '사로잡을_퍼포먼스', '화려하_퍼포먼스', '스타일리시한_퍼포먼스', '섹시한_퍼포먼스', '새롭게 선보이는_퍼포먼스', '강력_퍼포먼스', '발랄한_퍼포먼스', '힘든_퍼포먼스', '매료시킬_퍼포먼스', '그루비한_퍼포먼스', '강탈하는_퍼포먼스', '트렌디한_퍼포먼스', '없어_퍼포먼스']"
관심,o,['반응'],691,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 1, 0, 1, 1, 1]","['많은_관심', '높은_관심', '기대_관심', '열렬한_관심', '사랑_관심', '꾸준_관심', '꾸준한_관심', '대단한_관심', '비상한_관심', '특별한_관심', '따뜻한_관심', '가장 많은_관심', '의심_관심', '유명_관심', '과분한_관심', '뜨거웠던_관심', '다양한_관심', '각별한_관심']"
에너지,o,['분위기'],687,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1]","['좋은_에너지', '밝은_에너지', '유쾌한_에너지', '상큼_에너지', '발랄한_에너지', '톡톡 튀는_에너지', '자유분방한_에너지', '파워풀한_에너지', '건강한_에너지', '좋아지는_에너지', '당당한_에너지', '희망_에너지', '와일드한_에너지', '상큼발랄한_에너지', '싱그러운_에너지', '사랑스러운_에너지', '특별한_에너지', '젊은_에너지', '느껴지는_에너지', '강력한_에너지', '선사하는_에너지', '명랑한_에너지', '통통 튀는_에너지', '많은_에너지', '풋풋한_에너지', '자유로운_에너지', '당찬_에너지', '돋보이는_에너지', '통쾌한_에너지', '강렬_에너지', '순수한_에너지', '따뜻한_에너지', '쾌활한_에너지', '경쾌한_에너지', '맛있는_에너지', '상큼한_에너지', '즐기는_에너지', '없는_에너지', '높은_에너지', '화사한_에너지', '화사_에너지', '따뜻하_에너지', '부족_에너지', '성숙_에너지', '폭발하는_에너지', '시원한_에너지', '독특한_에너지', '행복한_에너지', '빠져들게 만드는_에너지', '승리_에너지', '신나_에너지']"
분위기,o,['분위기'],667,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['분위기_자아냈', '분위기_자아내', '분위기_자아내는', '분위기_물씬 풍기는', '분위기_느껴지는', '분위기_돋보이는', '분위기_높였', '분위기_압도하는', '분위기_가득한', '분위기_사로잡는', '분위기_자랑했', '분위기_뜨겁게 달궜', '분위기_압도했', '분위기_선사한', '분위기_아니', '분위기_끌어', '분위기_압도하', '분위기_자아내고 있는', '분위기_드러냈', '분위기_뽐내', '분위기_압도', '분위기_더한', '분위기_고조된', '분위기_과시했', '분위기_과시하', '분위기_돋보이', '분위기_선보였', '분위기_극대화시키', '분위기_완성', '분위기_강조했', '분위기_한껏 끌어올렸다', '분위기_압도한', '분위기_사로잡았', '분위기_좋아해', '분위기_완성하는', '분위기_돋보인', '분위기_좋은', '분위기_돋보였다', '분위기_이끌어갈', '분위기_반기는', '분위기_이야기', '분위기_좋았다', '분위기_밝히', '분위기_자랑한', '분위기_비꼬', '분위기_좋아', '분위기_뽐낸', '분위기_즐기', '분위기_기대', '분위기_더하', '분위기_더했', '분위기_괜찮', '분위기_사로잡은', '분위기_상반된', '분위기_자랑할', '분위기_섹시', '분위기_돋보였던', '분위기_좋다', '분위기_어우러지는', '분위기_따뜻한', '분위기_훈훈함', '분위기_돋우었', '분위기_선사할', '분위기_끌었', '분위기_자랑하는']"
마음,o,['분위기'],579,"[1, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, 1, 1, -1, 0, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1]","['감사한_마음', '바라는_마음', '순수한_마음', '미안한_마음', '감사_마음', '솔직한_마음', '따뜻한_마음', '사랑_마음', '반가운_마음', '뭉클한_마음', '돋보이는_마음', '설레는_마음', '동시에 느끼는_마음', '아이러니한_마음', '어두웠던_마음', '사랑하는_마음', '못하는_마음', '어리숙한_마음', '진솔한_마음', '착잡한_마음', '감사하_마음', '각별한_마음', '짠한_마음', '많은_마음', '못하던_마음', '간절한_마음', '존중하는_마음', '뿌듯한_마음', '가득한_마음', '기대하는_마음', '두근거리는_마음', '죄송한_마음', '흐뭇한_마음', '선한_마음', '애절한_마음', '그리워하는_마음', '건강_마음', '행복한_마음', '좋아하는_마음', '위하는_마음', '많아_마음', '울컥한_마음', '긴장된_마음', '고통받는_마음', '무너지는_마음', '아끼는_마음', '없는_마음', '따스한_마음', '기대되는_마음', '돕는_마음', '솔직_마음', '당당한_마음', '간질간질한_마음', '모르는_마음', '죄송_마음', '황홀한_마음', '불안한_마음', '못한_마음', '영원한_마음', '분노_마음', '깊은_마음', '씁쓸한_마음', '축하_마음']"
관심,o,['반응'],568,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, -1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, -1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","['관심_기대된다', '관심_뜨겁', '관심_받은', '관심_끌었', '관심_받았', '관심_독차지하', '관심_기대', '관심_많은', '관심_높을', '관심_사랑', '관심_받을', '관심_드러냈', '관심_받기', '관심_많아', '관심_없는', '관심_크다', '관심_높은', '관심_지지', '관심_선보일지', '관심_높아지는', '관심_높아지', '관심_끌어', '관심_많다', '관심_받는', '관심_없다', '관심_높아', '관심_축하', '관심_높였', '관심_사로잡았', '관심_아니', '관심_높다', '관심_좋아하', '관심_대단하다', '관심_받던', '관심_아낌없는', '관심_다양한', '관심_좋아하는', '관심_즐기는', '관심_고조된']"
마음,o,['분위기'],508,"[1, 1, 0, 1, 1, 1, -1, -1, -1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1, -1, 0, 1, 1, 0, 1, -1, 1, 1, -1, 0, 1, 0, 1, -1, -1, 1, 0, -1, -1, 1]","['마음_사로잡았', '마음_사로잡을', '마음_드러냈', '마음_사로잡은', '마음_사로잡는', '마음_사로잡', '마음_아프', '마음_울렸', '마음_아파', '마음_더하', '마음_다치는', '마음_설레', '마음_원하는', '마음_건강', '마음_설레게 만들었', '마음_여유', '마음_전달하는', '마음_돋보이는', '마음_따뜻한', '마음_재치있', '마음_여리', '마음_신나는', '마음_편안하', '마음_크다', '마음_자랑', '마음_편하', '마음_가라앉', '마음_깊은', '마음_힘들', '마음_상징하는', '마음_따스한', '마음_예쁘네', '마음_받은', '마음_따뜻', '마음_훔치', '마음_건강한', '마음_더했', '마음_울리', '마음_없는', '마음_재치', '마음_느끼실', '마음_만족', '마음_강탈하는', '마음_훔치는', '마음_끌어', '마음_느끼', '마음_거절', '마음_슬프', '마음_달래']"
반응,o,['반응'],484,"[1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, -1, 0, 1, 0, 1, 1, 1, 1, -1, 1, 0, 1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, -1]","['좋은_반응', '다양한_반응', '열렬한_반응', '우울한_반응', '훈훈한_반응', '황당한_반응', '격앙된_반응', '뜨거웠던_반응', '열광_반응', '놀랍_반응', '각별한_반응', '아니야_반응', '상반된_반응', '반갑_반응', '없어_반응', '신기_반응', '재미있다_반응', '유쾌한_반응', '기대하는_반응', '싫어하는_반응', '귀엽다_반응', '미지근한_반응', '감탄하는_반응', '그리워하는_반응', '싸늘한_반응', '칭찬하는_반응', '설렘_반응', '어렵다_반응', '안일한_반응', '아니_반응', '만족_반응', '가득한_반응', '자연스럽_반응', '멋있다_반응', '멋있어_반응', '걱정하는_반응']"
비주얼,o,['얼굴'],478,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]","['비주얼_자랑했', '비주얼_뽐내', '비주얼_돋보이는', '비주얼_자랑한', '비주얼_선보였', '비주얼_과시했', '비주얼_자랑', '비주얼_자랑하', '비주얼_뽐낸', '비주얼_드러냈', '비주얼_사로잡았', '비주얼_과시하', '비주얼_희망', '비주얼_싱그럽', '비주얼_뽐내는', '비주얼_사로잡는', '비주얼_선사한', '비주얼_끌었', '비주얼_더욱 돋보이게', '비주얼_겸비한', '비주얼_선보이는', '비주얼_자아냈', '비주얼_칭찬하는', '비주얼_자랑하는', '비주얼_깊어진', '비주얼_돋보인', '비주얼_완성한', '비주얼_예쁘', '비주얼_우월한', '비주얼_완성됐', '비주얼_칭찬했', '비주얼_없는', '비주얼_톡톡 튀는', '비주얼_과시한', '비주얼_유니크한', '비주얼_섹시', '비주얼_풋풋한', '비주얼_완벽한', '비주얼_파워풀한', '비주얼_더한', '비주얼_높였', '비주얼_예쁘긴', '비주얼_시크한', '비주얼_설레게 만들었', '비주얼_고조', '비주얼_아니다', '비주얼_예쁨', '비주얼_사로잡', '비주얼_과시', '비주얼_심쿵', '비주얼_빛나는', '비주얼_아니', '비주얼_청순한', '비주얼_완벽', '비주얼_늘씬한', '비주얼_가능']"
보컬,o,['가창력'],455,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['리드미컬한_보컬', '섬세한_보컬', '감미로운_보컬', '탄탄한_보컬', '톡톡 튀는_보컬', '파워풀한_보컬', '시원한_보컬', '따뜻한_보컬', '깊어진_보컬', '조화로운_보컬', '사로잡은_보컬', '강인한_보컬', '따뜻하고 편안한_보컬', '달콤한_보컬', '세련된_보컬', '자아내는_보컬', '다이내믹한_보컬', '산뜻한_보컬', '느낌 있는_보컬', '돋보이는_보컬', '자랑한_보컬', '경쾌한_보컬', '한층 성숙해진_보컬', '청아한_보컬', '그루비한_보컬', '뚜렷한_보컬', '촉촉한_보컬', '풍성한_보컬', '어울리는_보컬', '가득한_보컬', '더욱 견고해진_보컬', '든든한_보컬', '화려한_보컬', '기대되는_보컬', '반한_보컬', '당찬_보컬', '섬세하게 표현한_보컬', '사랑_보컬', '존경하는_보컬', '신선한_보컬', '완벽한_보컬', '다양한_보컬', '깊은_보컬', '좋은_보컬', '깨끗한_보컬', '사랑하겠_보컬', '애절한_보컬']"
존재감,o,['기타'],438,"[0, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 0, 1, 0, 1, 1, 1, 1]","['존재감_드러냈', '존재감_과시했', '존재감_발휘했', '존재감_각인시킨', '존재감_발휘할', '존재감_발휘해 보였', '존재감_발휘한', '존재감_발휘', '존재감_뽐낸', '존재감_과시', '존재감_발휘하', '존재감_뽐내', '존재감_뽐내고 있는', '존재감_환하', '존재감_돋보였다', '존재감_자랑했', '존재감_확실', '존재감_받았', '존재감_과시하고 있는', '존재감_우아한', '존재감_끌었', '존재감_확실한', '존재감_과시하', '존재감_아찔한', '존재감_자랑한', '존재감_뜨겁', '존재감_기대되는', '존재감_폭발하는', '존재감_끌어', '존재감_섬세한', '존재감_두드러지는', '존재감_과시한']"
퍼포먼스,o,['퍼포먼스'],430,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['퍼포먼스_선보였', '퍼포먼스_돋보이는', '퍼포먼스_완성', '퍼포먼스_화려한', '퍼포먼스_자랑하', '퍼포먼스_선사', '퍼포먼스_장악할', '퍼포먼스_화려하', '퍼포먼스_뽐낸', '퍼포먼스_선사하는', '퍼포먼스_아니', '퍼포먼스_선보일지', '퍼포먼스_자랑하는', '퍼포먼스_발휘', '퍼포먼스_자랑했', '퍼포먼스_사로잡을', '퍼포먼스_선보였던', '퍼포먼스_선보이는', '퍼포먼스_선보이고 있는', '퍼포먼스_사로잡았', '퍼포먼스_자아냈', '퍼포먼스_완성했', '퍼포먼스_뽐내', '퍼포먼스_다양한', '퍼포먼스_돋보였다', '퍼포먼스_많은', '퍼포먼스_돋보인', '퍼포먼스_선사할', '퍼포먼스_톡톡 튀는', '퍼포먼스_멋지다', '퍼포먼스_선사한', '퍼포먼스_탄탄한', '퍼포먼스_완성하', '퍼포먼스_차별화된', '퍼포먼스_압도했', '퍼포먼스_칭찬했', '퍼포먼스_없다', '퍼포먼스_인정받', '퍼포먼스_신비로운', '퍼포먼스_못하는', '퍼포먼스_화사', '퍼포먼스_독특하', '퍼포먼스_가능하다', '퍼포먼스_선명한', '퍼포먼스_완성됐', '퍼포먼스_화려', '퍼포먼스_뜨겁게 달궜', '퍼포먼스_돋보이', '퍼포먼스_파워풀한', '퍼포먼스_밝은', '퍼포먼스_기대된다', '퍼포먼스_지지', '퍼포먼스_감미로운', '퍼포먼스_강렬하', '퍼포먼스_매료시킬', '퍼포먼스_더하', '퍼포먼스_끌어', '퍼포먼스_리드미컬하', '퍼포먼스_압도', '퍼포먼스_장착', '퍼포먼스_순수한', '퍼포먼스_멋있', '퍼포먼스_높였', '퍼포먼스_강하']"
미모,o,['얼굴'],365,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, -1, 0, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1]","['빛나는_미모', '청순한_미모', '없는_미모', '상큼한_미모', '화려한_미모', '화사한_미모', '우월한_미모', '우아한_미모', '사랑스러운_미모', '사로잡는_미모', '세련된_미모', '기죽이는_미모', '러블리한_미모', '완벽한_미모', '질투하는_미모', '시크한_미모', '가득한_미모', '한층 성숙해진_미모', '훈훈한_미모', '돋보이는_미모', '압도_미모', '뽐낸_미모', '반한_미모', '사로잡은_미모', '더욱 빛나는_미모', '단아한_미모', '신비로운_미모', '상큼발랄한_미모', '아찔한_미모', '느껴지는_미모', '성숙_미모', '시원한_미모', '섹시한_미모', '놀라_미모', '화사_미모', '선보이는_미모', '충분한_미모', '럭셔리한_미모', '아름답_미모', '꾸밈없는_미모', '훈훈_미모', '맑은_미모', '촉촉한_미모', '환히 밝히는_미모', '슬기로운_미모', '예쁘네_미모', '우아함_미모', '내추럴한_미모', '못한_미모', '상큼_미모', '아찔_미모', '수수한_미모', '훔치는_미모', '날씬한_미모', '발랄한_미모', '자연스러운_미모', '무시하는_미모', '당당한_미모', '떨어지는_미모', '반할_미모', '깜찍한_미모', '위협하는_미모', '압도하는_미모', '막히는_미모', '사랑해_미모', '출중한_미모', '가능할_미모', '뛰어넘은_미모', '황홀한_미모', '오묘한_미모', '따뜻한_미모', '탐내_미모', '확실_미모', '뺨치는_미모', '단정하_미모', '수려한_미모']"
무드,o,['분위기'],336,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]","['세련된_무드', '따뜻한_무드', '빈티지한_무드', '펑키한_무드', '그루비한_무드', '포근한_무드', '다양한_무드', '내추럴한_무드', '고급스러운_무드', '에너제틱한_무드', '시크한_무드', '편안한_무드', '섹시한_무드', '발랄한_무드', '오묘한_무드', '포멀한_무드', '상반된_무드', '러블리한_무드', '신비로운_무드', '고독한_무드', '빛나는_무드', '따뜻하고 다정다감한_무드', '럭셔리한_무드', '깊이 있는_무드', '깊어진_무드', '트렌디한_무드', '화려한_무드', '우아한_무드', '자유분방한_무드', '없던_무드', '레트로한_무드', '독특한_무드', '상큼한_무드', '어울리는_무드', '경쾌한_무드', '애절한_무드']"
미모,o,['얼굴'],335,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","['미모_자랑했', '미모_과시했', '미모_뽐내', '미모_사로잡는', '미모_자랑한', '미모_자랑', '미모_돋보이는', '미모_칭찬했', '미모_끌었', '미모_자랑하', '미모_뽐내는', '미모_자아냈', '미모_돋보인', '미모_뽐낸', '미모_드러냈', '미모_과시하', '미모_과시', '미모_뽐내고 있는', '미모_반했', '미모_우아한', '미모_자랑하는', '미모_맑음', '미모_극찬했', '미모_예쁘', '미모_선보였', '미모_더욱 돋보이게', '미모_돋보였다', '미모_많은', '미모_칭찬하', '미모_너무 예쁘다', '미모_사랑했', '미모_수수', '미모_상큼', '미모_귀여움', '미모_우아함', '미모_빛나는', '미모_신비로운', '미모_사랑', '미모_시크한', '미모_예쁨', '미모_섹시한', '미모_예쁘긴', '미모_이쁘', '미모_예뻐지네', '미모_겸비한', '미모_심쿵', '미모_인정했', '미모_완벽하다', '미모_화려하', '미모_완벽', '미모_사로잡았', '미모_아름답다', '미모_놀라', '미모_과시한', '미모_칭찬하는', '미모_반할', '미모_행복']"
인기,o,['기타'],334,"[0, 1, -1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","['높은_인기', '꾸준한_인기', '모르는_인기', '막강한_인기', '성장_인기', '없는_인기', '탄탄한_인기', '많은_인기', '드높은_인기', '빛나는_인기', '강력한_인기', '놀라_인기', '너무 많은_인기', '가장 많은_인기', '특별한_인기', '다양한_인기', '왕성한_인기', '뺨치는_인기', '대단한_인기', '끊임없는_인기', '압도_인기', '화사_인기', '심상치 않은_인기', '폭넓은_인기', '달성_인기', '뛰어넘는_인기', '느끼_인기', '활약한_인기', '능력_인기']"
음색,o,['가창력'],312,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['유니크한_음색', '맑은_음색', '사로잡는_음색', '감미로운_음색', '청아한_음색', '달콤한_음색', '섬세한_음색', '독특한_음색', '좋은_음색', '달달한_음색', '깨끗한_음색', '포근한_음색', '고급스러운_음색', '소울풀한_음색', '깊은_음색', '아우르는_음색', '완벽한_음색', '다양한_음색', '상큼한_음색', '사랑스러운_음색', '애절한_음색', '깊어진_음색', '따뜻한_음색', '세련되_음색', '풍부한_음색', '싱그러운_음색', '영롱한_음색']"
애정,o,['사회성'],300,"[0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['애정_드러냈', '애정_가득한', '애정_과시했', '애정_돋보이는', '애정_자랑했', '애정_자랑해 보였', '애정_과시', '애정_고백', '애정_감사', '애정_깊은', '애정_사랑', '애정_밝혀', '애정_고맙', '애정_돋보인', '애정_멋있', '애정_많은', '애정_뽐내', '애정_자랑한']"
인기,o,['기타'],285,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, -1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, -1, 1, 0, 1, 1, 1, -1, 1, 1]","['인기_끌었', '인기_자랑했', '인기_과시했', '인기_많은', '인기_높은', '인기_높다', '인기_막강한', '인기_뜨겁', '인기_많아', '인기_겸비한', '인기_많을', '인기_과시하', '인기_끌어', '인기_과시한', '인기_많다', '인기_자랑하는', '인기_높아', '인기_시들', '인기_높아지', '인기_자랑하', '인기_많았', '인기_뽐내', '인기_놀라', '인기_상당한', '인기_신기', '인기_대단하네', '인기_높았', '인기_없는', '인기_자랑', '인기_없었', '인기_아니다', '인기_대단한', '인기_폭발한', '인기_칭찬했', '인기_달성한', '인기_선사한', '인기_이야기', '인기_자랑한', '인기_기대']"
기분,o,['분위기'],280,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1]","['기분_좋은', '기분_좋아지는', '기분_좋아', '기분_선사하는', '기분_좋다', '기분_이상하', '기분_선사한', '기분_나쁘', '기분_좋아하', '기분_울컥']"
음악,o,['음악'],278,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1]","['좋은_음악', '높은_음악', '돋보이는_음악', '강력한_음악', '풍성한_음악', '다양한_음악', '트렌디한_음악', '전달하는_음악', '성공하는_음악', '개성있는_음악', '사랑_음악', '세련된_음악', '선보였던_음악', '초월하는_음악', '좋아하는_음악', '많은_음악', '없는_음악', '뚜렷한_음악', '편안한_음악', '친근한_음악', '따뜻한_음악', '건강한_음악', '받은_음악', '감동_음악', '유쾌한_음악', '조화로운_음악', '멋있는_음악', '젊은_음악', '통통 튀는_음악', '또렷_음악', '다채롭_음악', '화려한_음악', '선보이는_음악', '선사할_음악', '못할_음악', '독특한_음악', '원하는_음악', '신선한_음악', '사랑한_음악', '우아한_음악']"
